gene_id	Yasmin_S1	Yasmin_S2	Yasmin_S3	Yasmin_S4	Yasmin_S5	Yasmin_S6	Yasmin_S7	gene_name
ENSMUSG00000000001	604.344034905479	989.689163712139	559.809855848109	1621.64923474872	682.377828336091	1373.94553892159	427.273293641149	Gnai3
ENSMUSG00000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pbsn
ENSMUSG00000000028	18.7165200613303	19.4907422121382	17.6072891177579	30.1578180167465	25.8562118204129	45.4639975843058	28.4544753805786	Cdc45
ENSMUSG00000000037	3.98347812643946	19.3329137017894	31.6194771395969	34.9254863038402	24.0454635990839	50.3243398375568	3.29490436623574	Scml2
ENSMUSG00000000049	0.0	13.4962698518458	1.69177931746446	0.0	0.838124743807105	0.0	0.848179729424509	Apoh
ENSMUSG00000000056	141.989527965426	261.664531555144	170.305137387661	606.106519048815	201.746587600795	350.246417918291	192.964480064076	Narf
ENSMUSG00000000058	192.468781459772	233.22058801146	162.247383014386	181.125638335069	81.5664574469079	182.97931566301	122.33749144506	Cav2
ENSMUSG00000000078	1528.5420831226	1966.73687614302	1144.00643675818	3773.93478835379	1353.53590392235	2698.91689368542	1031.91326639948	Klf6
ENSMUSG00000000085	113.39008177944	337.400332314207	260.129600006248	348.289904797854	174.072975844826	500.3602797465	261.175888950044	Scmh1
ENSMUSG00000000088	930.189251295451	1165.78989049267	874.524846021641	4380.0750399893	1244.787108019	3929.54399725725	797.542315700762	Cox5a
ENSMUSG00000000093	84.8663301856353	159.352568803957	70.5747602096465	95.6059110840657	26.0798242463313	146.430341309016	141.546933647798	Tbx2
ENSMUSG00000000094	0.0	0.0	0.958854027038475	4.82395388738532	0.0	4.9885966268399	0.0	Tbx4
ENSMUSG00000000103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Zfy2
ENSMUSG00000000120	317.57797442637	725.000928359024	319.683026397531	53.0247421831916	126.757055604534	227.432748908496	706.122460130385	Ngfr
ENSMUSG00000000125	0.0	1.92942531373235	0.982878832858862	1.96198054795635	0.0	2.04339265179573	0.979925530517669	Wnt3
ENSMUSG00000000126	17.1069146081991	50.9873895492874	17.7206295693229	20.6977371284001	18.8399421351492	20.4803407490605	59.762445665703	Wnt9a
ENSMUSG00000000127	144.022517671857	223.914940065501	175.996232665046	152.187958234717	95.8184424766263	132.575934463984	116.20727041897	Fer
ENSMUSG00000000131	344.861869338865	442.884140623369	405.738507808465	578.94753438494	341.14462051017	607.053512131559	356.321398485829	Xpo6
ENSMUSG00000000134	200.041106748744	311.474713534144	219.413193852038	412.393120131737	168.793514881197	340.95371384378	301.410398521001	Tfe3
ENSMUSG00000000142	100.653776043856	130.300098231309	168.346899968522	246.720755293081	121.331449178238	292.031415929473	87.9919115123637	Axin2
ENSMUSG00000000148	76.2683400943363	126.129398027676	103.447330086618	214.487281938461	81.7492359159074	192.273984075	150.925229111674	Brat1
ENSMUSG00000000149	396.259031344867	672.004086366133	492.380521405862	353.214542615555	230.413355342575	380.032856351351	591.003265908003	Gna12
ENSMUSG00000000154	194.56904771711	248.69140117024	93.3568612013608	943.619496213916	195.90323842692	990.320906635333	86.0969796376097	Slc22a18
ENSMUSG00000000157	0.567959919377421	5.71481190501282	2.40828752500497	79.0283011920375	2.31986887710905	34.6445274819728	2.40991401442952	Itgb2l
ENSMUSG00000000159	90.504712408262	156.199748833152	65.3250710431062	664.696934951813	110.764975035794	574.741409443072	72.7562745458299	Igsf5
ENSMUSG00000000167	24.434298820437	7.37371336480231	4.33608497423337	15.6141075934634	11.5779847976972	29.8558012912156	9.53654214366838	Pih1d2
ENSMUSG00000000168	469.985340509283	629.105195551323	427.799602796476	1307.18931415654	450.46485689193	838.879598674953	388.698307648506	Dlat
ENSMUSG00000000171	755.380224838213	1025.15005087403	786.317809339483	3037.26959281139	1101.2101886313	2506.27972746923	738.916226873461	Sdhd
ENSMUSG00000000182	0.0	0.0	0.969631576314947	0.0	0.0	0.0	0.963432241832869	Fgf23
ENSMUSG00000000183	1.01094375467045	0.0	2.95849671961388	0.0	0.0	0.0	2.37657415889291	Fgf6
ENSMUSG00000000184	1672.08998916292	4802.56883634422	1160.47924064964	8378.67489285804	2952.4623315269	3584.29495107163	790.023938176716	Ccnd2
ENSMUSG00000000194	251.453698317001	582.352022087896	358.015827530603	1332.74856004859	261.421413526196	867.062047668657	252.003692587968	Gpr107
ENSMUSG00000000197	59.0851042525175	128.503020337974	44.0500265631146	13.0602906815793	33.2500275059996	27.6428957172455	48.8044789403281	Nalcn
ENSMUSG00000000202	0.0	0.72118866569345	0.953139078966084	9.34775592810626	0.0	1.00258319917562	0.0	Btbd17
ENSMUSG00000000204	100.342295833877	249.338301906428	49.0401077464948	1504.97478498448	192.003550471152	2959.69803612604	66.7840326943325	Slfn4
ENSMUSG00000000214	8.31098254446811	1.24205048162182	1.88927687839825	4.57891422931954	0.0	4.77231622469362	8.37918471265463	Th
ENSMUSG00000000215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ins2
ENSMUSG00000000216	0.0	0.0	0.0	497.001124288278	24.1523227498431	50.1265858030752	3.87722659317136	Scnn1g
ENSMUSG00000000223	62.3469114874028	97.0626154807411	42.6183995305246	20.804919268492	15.5047620634978	37.9777485444917	49.3640663351942	Drp2
ENSMUSG00000000244	4.28222829642446	15.1995486850638	28.9796392787362	13.5932641530268	15.7350468697591	25.9915794839878	206.183599504865	Tspan32
ENSMUSG00000000247	0.0	0.0	0.0	8.6271295133744	12.2329571988954	1.73927136734518	0.0	Lhx2
