gene_name,p-value_Neo_IP,fold_change_Neo_IP,p-value_Van_IP,fold_change_Van_IP
Klhl20,0.0046993686100446,0.4591758533476791,0.0224269523268128,0.5473447516874888
Klk10,0.0363806086211045,inf,0.0175414458388251,inf
Kpna6,0.0225425197329757,0.3149410423272581,0.0082455890107791,0.8098597297967215
Laptm4b,0.0305995208726547,0.5431678958381105,0.0033922773630292,0.7172936977114477
Ldlrap1,0.0233806695061794,0.347752333022471,0.0188200463060931,0.372253255579088
Lemd1,0.0304857927397244,inf,0.0109050168984248,inf
Leo1,0.0005916489917387,0.6270971807852305,0.0010912662041063,0.7842336071910004
Lman2l,0.0362491185115283,0.5132771305142784,0.0086928295698582,0.6887391521975856
Lnx2,0.0210254621650687,0.3122586361147219,0.0473778582702242,0.2324737975210945
Lsm14b,0.0465583839406647,0.2880251793029098,0.0141386092689844,0.4174818149183129
Ly96,0.0351231145109992,-0.5980871000426613,0.016474349148792,-1.3075228619352892
Maea,0.0163118644755317,0.2270022625459863,0.034795692109253,0.4328046482171406
Mafk,0.0001598230283438,0.8537845689456716,7.919310298153778e-05,1.0854511324158291
Maml1,0.0048667353550506,0.4085702908004866,0.0096478191707567,0.5363473270481616
Man1b1,0.012836293341446,0.35174776475155,0.0374340830163163,0.2303573601501064
Map7d3,0.0365441761178673,0.7205341838769248,0.0255485747533229,1.810711521887018
Mapkapk2,0.0011414487992085,0.4139899806354337,0.0051525440318443,0.936249578785286
Mapre1,0.0403357863458562,0.6752608952204883,0.0119983741678807,1.4526146897182834
Mast2,0.0214937088882753,0.6158835316636915,0.0446494513121901,0.6543053801197761
Mavs,0.0014425743528747,0.511518449314268,0.0074059654504366,0.3199224423775866
Med11,0.0343283924334302,-0.3557621174011696,0.0062076231254072,-0.7919486999179419
Med16,0.041691507207099,0.1946075440343844,0.0051726381352331,0.3470434331693322
Mef2d,0.0021528059461291,0.4675707711726543,0.0021816088858331,0.7739943496630295
Mettl14,0.003913949309014,0.2758405807168585,0.0019452504761637,0.4622289298346922
Mfap1a,0.0006392128244701,0.5224040106861064,0.0007658680709054,0.6594741660434341
Mfsd12,0.000901498678321,0.70539750252176,0.0089604424594616,0.6635224495050643
Mid1,0.0265025961665126,0.2586860919688026,0.0016272789714146,0.3183534270238841
Mis12,0.0399186059464293,0.1712009012423964,0.0291635117092977,0.66469027038597
Mmel1,0.0368794511375061,1.5850493605824902,0.038747176608602,1.518838660403378
Mmgt2,0.009956391517666,0.4591067872983687,0.0113681959486141,0.4479610418183964
Moap1,0.0232321054324548,0.3007887687153345,0.0302631902757006,0.4565166399234887
Mob2,0.000216282714204,0.6509078512252059,0.010854639681037,1.0679299345129367
Morf4l1-ps1,0.046843901212493,inf,0.0045718410961317,inf
Mrpl49,0.0397059221104452,0.3664402282398024,0.0038221338005322,0.7116052384565407
Mrps23,0.0135454899818669,0.4745335151433635,0.0188243029757162,0.5400360876460099
Mtor,0.0245831961948125,0.8900978151092926,0.0306860017105837,1.2117672209331984
Mtrfr,0.0048148177925228,0.2976060016959806,0.0263042132190875,0.1893365368518129
Myh9,6.417419477938404e-05,0.8284129493242088,0.009223530567762,1.248622947724645
Myo10,0.0325850958378833,0.7612792553703631,0.0258201791828501,0.5356054976553782
N4bp1,0.002176696359304,0.6582210660469373,0.0264596398906515,0.3810519303210151
Nabp2,0.0247541298891614,0.339463344535826,0.0176346438453839,0.3607946582439288
Nacc1,0.0083691091881519,0.3811704229661611,0.0002820328004552,0.597897764038089
Nap1l4,0.013896545733523,1.3985330062416017,0.0057018250981174,2.4448116961868296
Napa,0.025028727095179,0.2742007212356468,0.0046688731575876,0.5566670984131977
Ncbp3,0.0069734217885339,0.3544828645790815,0.0191467660439852,0.3346842766144743
Ndst1,0.0155866020445725,0.7785747786031559,0.0154230216810675,1.2041993787630236
Ndufaf1,0.0060448648191931,0.988816708317225,0.0410481337387937,1.33072690276626
Ndufs5-ps,0.0161546316556283,-0.4553328398812613,0.0140045689405195,-0.9480127808392798
Nf2,0.043853422956151,0.4382322689602245,0.005874230535738,0.9514104882139168
Nfe2l1,0.0011132586948955,0.8268266768295188,0.0001541474236903,1.0560944467705538
Nipal3,0.0331745335967575,0.3117599232929297,0.0079309621224374,0.4580953155665729
Nol4l,0.030411112939632,0.3380512521737602,0.0415492286782011,0.3117687681804241
Nploc4,0.0006752878483905,0.4412502829647453,4.013383739684519e-05,0.5691789007940714
Nsf,0.0250277314138161,1.1312236604180097,0.0261035544594575,2.15630193072133
Nt5c1a,0.0290084666524382,1.961942188167332,0.0430347934106349,1.7210895937718569
Nub1,0.0008134775494556,0.4788478298847811,0.0020334004906417,0.3984525825939523
Nucb1,0.0287196621281198,0.7799614430256058,0.0147409128905156,0.5308414918264432
Nudcd3,0.0062515917843273,0.4709476730589371,0.0009827309577179,0.9178721901448385
Nup98,0.0012482474857853,0.3741213959641215,0.0134693431044297,0.4084563341511569
Odf2l,0.0295017441047562,-0.4595353961028007,0.000835765976603,-0.9257775191259182
Or13j1,0.0304293044320776,0.8004518816157198,0.0371130939052868,0.7242612809979203
Or5m11,0.0355239853256125,-0.7345057572585969,0.039593449181113,-0.7426312312563161
Or8k3b,0.0091270180298821,2.026321890449688,0.0019838472557745,2.285981090896792
Orai3,0.0156202894105336,0.3299475246006439,0.0012628703412302,0.7125313370552061
Osbpl3,0.0499779549218777,0.3853380229102311,0.024995248699276,0.6523902339403689
Oxsr1,0.0094860980753551,0.4147979319268153,0.0007927074397046,0.6798500875668596
P4ha1,0.0143673117677627,0.6972058677646874,0.0082246732469456,1.4520417509609849
Pacsin2,0.0065782835489767,0.5196007728675771,0.0178276668033116,0.7170777363368444
Pagr1a,0.0439259863165416,-0.4418176103876645,0.0252425760727253,-0.3258601570334444
Pakap,0.0148974280470992,0.8946860194720856,0.017109856396898,1.711900922332063
Pard3,0.0063956092201923,0.5441847010904799,0.0010852361683159,0.8595658141031877
Pcdh12,0.0167386436887154,1.0356450169408344,2.3325918280943504e-05,1.8677348351779068
Pcdhb7,0.0258880813085213,1.220199195926854,0.0189010422863174,2.7541355927421565
Pde1a,0.0141806161643573,1.511479782001329,0.0067886323975835,3.5060736969994504
Pdia6,0.0333870234547624,0.4425718198104821,0.0182526118613709,0.5396965818127578
Pdpk1,0.0042647965682112,0.2413696328935157,0.0022227385091578,0.3903960039948563
Pdzd9,0.0005875654463831,-0.8096307353678979,0.020452694954519,-1.102070393477404
Pex19,0.0174381260067149,0.5358649337820145,0.0019305617092717,1.1836022590564088
Pgm2,0.0297733125598309,-0.390403930632821,0.0091980044650463,-1.0592094516722486
